0,0
1,0
2,0
3,0
4,1
5,0
6,9
7,46
8,81
9,201
10,351
11,645
12,955
13,1272
14,1445
15,1396
16,1276
17,955
18,677
19,367
20,198
21,87
22,32
23,6
24,0
25,0
26,0
27,0
28,0
29,0
