0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,3
8,1
9,3
10,18
11,46
12,90
13,202
14,352
15,559
16,795
17,1068
18,1209
19,1317
20,1244
21,1008
22,813
23,556
24,349
25,199
26,96
27,47
28,20
29,4
30,1
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
