0,0
1,0
2,0
3,1
4,5
5,11
6,59
7,144
8,325
9,591
10,950
11,1341
12,1591
13,1524
14,1366
15,954
16,610
17,313
18,142
19,57
20,12
21,3
22,1
23,0
24,0
25,0
