0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,2
15,5
16,20
17,28
18,59
19,147
20,215
21,376
22,498
23,673
24,901
25,989
26,1081
27,1080
28,982
29,888
30,681
31,504
32,338
33,236
34,129
35,80
36,49
37,21
38,13
39,4
40,1
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
