0,0
1,0
2,0
3,0
4,0
5,2
6,13
7,49
8,127
9,264
10,509
11,820
12,1156
13,1394
14,1417
15,1419
16,1092
17,815
18,493
19,242
20,119
21,43
22,20
23,4
24,1
25,1
26,0
27,0
28,0
