0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,1
11,3
12,11
13,17
14,47
15,102
16,170
17,317
18,480
19,672
20,848
21,1090
22,1199
23,1164
24,1126
25,890
26,682
27,499
28,330
29,177
30,101
31,48
32,16
33,4
34,4
35,0
36,1
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
