0,0
1,0
2,0
3,0
4,0
5,0
6,7
7,4
8,19
9,79
10,148
11,296
12,516
13,754
14,1117
15,1291
16,1398
17,1338
18,1153
19,787
20,552
21,283
22,152
23,68
24,27
25,9
26,1
27,1
28,0
29,0
30,0
31,0
32,0
